customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-00179,Female,0,Yes,No,23,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.3,1408.4,No
C-00180,Male,0,Yes,Yes,68,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,74.14,5060.86,No
C-00181,Female,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),102.9,7100.87,No
C-00182,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,62.36,599.23,No
C-00183,Female,0,No,No,15,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,109.87,1650.52,No
C-00184,Female,1,No,Yes,58,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,62.04,3596.29,No
C-00185,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),72.88,5015.54,No
C-00186,Female,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.63,198.35,No
C-00187,Male,0,No,No,19,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),76.31,1440.47,Yes
C-00188,Female,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.02,6615.09,No
C-00189,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.03,2934.03,No
C-00190,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.27,1255.8,Yes
C-00191,Female,1,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),20.36,1343.6,No
C-00192,Male,0,No,Yes,18,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,59.37,1052.44,Yes
C-00193,Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),47.92, ,No
C-00194,Male,0,No,Yes,70,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),92.81,6503.27,No
C-00195,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,38.83,1993.04,Yes
C-00196,Female,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.52,1243.53,No
C-00197,Female,1,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.95,1454.58,No
C-00198,Female,0,Yes,No,38,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.56,1156.73,No
C-00199,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,49.1,,No
C-00200,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),106.59,1074.05,No
C-00201,Male,0,No,Yes,56,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,95.49,5342.27,No
C-00202,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,91.53,4485.03,Yes
C-00203,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),97.73,2157.53,No
C-00204,Male,0,Yes,Yes,30,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),44.94,1368.41,No
C-00205,Male,0,No,No,41,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.74,4381.63,Yes
C-00206,Female,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),31.73,192.43,No
C-00207,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),51.63,763.24,No
C-00208,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,76.67,4535.22,No
C-00209,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,28.29,32.38,Yes
C-00210,Female,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.01,,No
C-00211,Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.72,2661.34,Yes
C-00212,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.44,1056.77,Yes
C-00213,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,67.29,4576.16,No
C-00214,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.09,1284.65,No
C-00215,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.48,2848.06,Yes
C-00216,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),43.21,356.03,No
C-00217,Male,0,No,Yes,18,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),67.08,1205.77,No
C-00218,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.55,1196.8,Yes
C-00219,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),79.79,159.35,No
C-00220,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.59,1608.68,No
C-00221,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,55.87,1282.01,Yes
C-00222,Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),113.44,6022.31,No
C-00223,Male,0,Yes,No,32,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.42,3359.2,No
C-00224,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,88.79,2035.05,No
C-00225,Male,1,No,No,71,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.37,6353.02,Yes
C-00226,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.24,1516.64,No
C-00227,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.68,3089.36,Yes
C-00228,Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),37.82,911.68,No
C-00229,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,32.4,542.87,No
C-00230,Male,0,No,Yes,65,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,117.95,7663.65,Yes
C-00231,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.24,4263.16,No
C-00232,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.1,2086.73,No
C-00233,Female,0,No,Yes,60,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.82,2812.08,No
C-00234,Male,1,Yes,Yes,40,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,78.39,3125.09,Yes
C-00235,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,22.96,730.94,Yes
C-00236,Male,0,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.47,1841.45,Yes
C-00237,Female,1,No,No,32,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),21.29,695.83,No
C-00238,Female,0,No,Yes,13,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),67.92,865.14,No
C-00239,Female,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.06,1552.48,Yes
C-00240,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24.25,1151.04,Yes
C-00241,Female,0,No,No,19,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.12,1725.88,Yes
C-00242,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,41.04,286.58,No
C-00243,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,86.52,534.5,No
C-00244,Male,0,No,No,66,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),116.19,7661.21,No
C-00245,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.11, ,No
C-00246,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,106.32,3410.14,Yes
C-00247,Male,0,Yes,No,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.82,5315.49,Yes
C-00248,Female,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.68,3880.22,No
C-00249,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),88.23,1844.2,No
C-00250,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),103.2,2994.79,No
C-00251,Male,1,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.66,1993.82,No
C-00252,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.14,2210.01,No
C-00253,Female,0,Yes,Yes,53,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.66,5985.44,No
C-00254,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.63,630.36,No
C-00255,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.97,1038.51,No
C-00256,Male,0,Yes,No,26,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),62.91,1638.02,No
C-00257,Male,0,No,No,20,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),97.65,1961.33,No
C-00258,Male,0,No,Yes,29,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.71,2106.65,No
C-00259,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.0,2250.27,No
C-00260,Female,0,Yes,Yes,63,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),93.38,5898.99,No
C-00261,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.2,5448.42,No
C-00262,Female,0,Yes,Yes,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),72.01,4318.95,No
C-00263,Female,1,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),92.96,4378.8,No
C-00264,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.76,1652.96,No
C-00265,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.99,249.33,Yes
C-00266,Female,1,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.98,1827.46,No
C-00267,Female,1,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.58,3692.52,No
C-00268,Male,0,No,Yes,48,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),115.04,5531.52,No
C-00269,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.24,459.71,No
C-00270,Female,0,No,Yes,43,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),44.85,1917.77,No
C-00271,Female,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.24,1946.51,Yes
C-00272,Female,0,No,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),101.67,4581.75,Yes
C-00273,Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,34.37, ,No
C-00274,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.7,1638.27,Yes
C-00275,Male,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.58,568.08,Yes
C-00276,Male,1,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),88.6,3997.91,No
C-00277,Male,0,Yes,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.82,2177.54,No
C-00278,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),56.87,3359.08,No
C-00279,Female,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,62.37,3876.99,No
C-00280,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,107.13,3337.0,Yes
C-00281,Female,1,No,No,32,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),59.13,1907.02,No
C-00282,Female,0,No,Yes,66,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.52,2125.91,No
C-00283,Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.43,1198.29,Yes
C-00284,Male,0,No,No,24,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),114.3,2752.33,Yes
C-00285,Female,0,Yes,Yes,53,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),78.77,4191.81,No
C-00286,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),116.34,6637.79,No
C-00287,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.11,6730.67,No
C-00288,Male,0,No,Yes,45,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,21.6,964.73,Yes
C-00289,Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),83.84,1921.33,No
C-00290,Female,0,Yes,No,31,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.68,1450.16,No
C-00291,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),73.96,3397.36,No
C-00292,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,45.93,980.01,No
C-00293,Male,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.89,3426.07,No
C-00294,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,110.32,2863.88,Yes
C-00295,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.66,25.04,No
C-00296,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.41,1674.42,No
C-00297,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.05,694.11,No
C-00298,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,27.09,216.63,No
C-00299,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.47,4341.88,No
C-00300,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.06,3816.49,Yes
C-00301,Female,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,92.72,3534.82,Yes
C-00302,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.94,1618.95,No
C-00303,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,71.71,1809.8,No
C-00304,Male,1,No,Yes,49,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),91.72,4498.63,No
C-00305,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.73,1922.19,No
C-00306,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),65.17,1488.89,No
C-00307,Female,0,No,Yes,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,113.98,1363.74,No
C-00308,Male,0,No,No,59,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.62,5056.65,No
C-00309,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),108.78,653.62,No
C-00310,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.98,5080.15,No
C-00311,Female,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),91.55,3187.73,No
