show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s149,TV Show,Mindhunter 34,David Fincher,"Jennifer Aniston, Brad Pitt",United States,"May 12, 2018",2016,TV-MA,1 Season,"Children & Family Movies, Documentaries",A story about Mindhunter.
s150,Movie,Lupin 12,Christopher Nolan,,United States,"June 17, 2018",2016,TV-PG,82 min,"Children & Family Movies, Documentaries",A story about Lupin.
s151,Movie,Inception 31,,"Brad Pitt, Leonardo DiCaprio, Tom Hanks, Meryl Streep",United States,"July 4, 2013",2012,TV-MA,84 min,Children & Family Movies,A story about Inception.
s152,TV Show,The Irishman 7,Ava DuVernay,"Jennifer Aniston, Leonardo DiCaprio",United States,"November 27, 2017",2016,PG-13,5 Season,Thrillers,A story about The.
s153,Movie,Bird Box 16,,"Leonardo DiCaprio, Meryl Streep, Jennifer Aniston, Brad Pitt",United States,"June 27, 2013",2011,R,151 min,"Children & Family Movies, Dramas",A story about Bird.
s154,Movie,Extraction 32,Ava DuVernay,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio, Meryl Streep",South Korea,"April 19, 2016",2016,PG-13,94 min,Documentaries,A story about Extraction.
s155,Movie,The Old Guard 4,Ryan Murphy,"Cate Blanchett, Leonardo DiCaprio",France,"April 10, 2011",2011,TV-MA,143 min,Horror Movies,A story about The.
s156,Movie,Bright 12,,"Leonardo DiCaprio, Meryl Streep",United Kingdom,"December 6, 2011",2010,G,151 min,"International Movies, Sci-Fi & Fantasy",A story about Bright.
s157,TV Show,Triple Frontier 29,,"Jennifer Aniston, Leonardo DiCaprio, Tom Hanks",Canada,"April 18, 2009",2008,TV-14,3 Season,"Action & Adventure, International Movies",A story about Triple.
s158,TV Show,6 Underground 7,Christopher Nolan,"Cate Blanchett, Brad Pitt, Meryl Streep",United States,"November 1, 2011",2009,TV-14,5 Season,Horror Movies,A story about 6.
s159,Movie,Project Power 8,Alfonso Cuarón,"Leonardo DiCaprio, Jennifer Aniston, Brad Pitt, Cate Blanchett",Germany,"September 3, 2013",2012,TV-MA,157 min,"Children & Family Movies, Romantic Movies",A story about Project.
s160,Movie,Army of Thieves 21,David Fincher,"Meryl Streep, Tom Hanks",United States,"December 4, 2021",2021,TV-PG,93 min,International Movies,A story about Army.
s161,Movie,The Crown 42,David Fincher,"Meryl Streep, Leonardo DiCaprio",India,"August 12, 2014",2014,PG-13,146 min,Comedies,A story about The.
s162,Movie,Stranger Things 26,Alfonso Cuarón,"Brad Pitt, Cate Blanchett, Leonardo DiCaprio, Tom Hanks",United States,"December 12, 2015",2014,TV-MA,136 min,"International Movies, Comedies",A story about Stranger.
s163,Movie,Breaking Bad 35,David Fincher,"Leonardo DiCaprio, Meryl Streep",United States,"January 5, 2014",2014,TV-PG,87 min,Sci-Fi & Fantasy,A story about Breaking.
s164,Movie,Narcos 8,Alfonso Cuarón,"Jennifer Aniston, Meryl Streep",United States,"May 20, 2018",2016,TV-14,133 min,Action & Adventure,A story about Narcos.
s165,TV Show,Dark 22,Ava DuVernay,"Leonardo DiCaprio, Brad Pitt",Spain,"October 2, 2011",2011,R,1 Season,Horror Movies,A story about Dark.
s166,Movie,Money Heist 6,,"Meryl Streep, Tom Hanks, Brad Pitt, Jennifer Aniston",United States,"December 13, 2011",2011,TV-PG,90 min,International Movies,A story about Money.
s167,Movie,Squid Game 31,Ryan Murphy,"Brad Pitt, Tom Hanks, Cate Blanchett",United States,"August 2, 2016",2015,TV-MA,155 min,Documentaries,A story about Squid.
s168,TV Show,Ozark 2,,"Tom Hanks, Meryl Streep",United States,"November 26, 2010",2008,TV-MA,3 Season,Children & Family Movies,A story about Ozark.
s169,Movie,Mindhunter 22,Ryan Murphy,"Cate Blanchett, Leonardo DiCaprio, Jennifer Aniston, Tom Hanks",United States,"May 25, 2017",2016,TV-PG,133 min,Sci-Fi & Fantasy,A story about Mindhunter.
s170,Movie,Lupin 49,,"Meryl Streep, Cate Blanchett, Tom Hanks, Jennifer Aniston",India,"May 5, 2021",2020,PG-13,87 min,"Thrillers, Action & Adventure",A story about Lupin.
s171,Movie,Inception 35,,"Brad Pitt, Tom Hanks",United States,"September 25, 2013",2012,TV-14,140 min,International Movies,A story about Inception.
s172,TV Show,The Irishman 40,,"Jennifer Aniston, Cate Blanchett, Brad Pitt",United States,"May 22, 2016",2014,PG,4 Season,Documentaries,A story about The.
s173,TV Show,Bird Box 1,Alfonso Cuarón,"Meryl Streep, Brad Pitt, Tom Hanks",India,"June 25, 2010",2008,R,2 Season,"Action & Adventure, Horror Movies",A story about Bird.
s174,TV Show,Extraction 7,,"Leonardo DiCaprio, Brad Pitt",United States,"January 22, 2014",2012,TV-14,2 Season,Thrillers,A story about Extraction.
s175,Movie,The Old Guard 24,Ava DuVernay,,United States,"May 8, 2016",2015,TV-MA,100 min,"Action & Adventure, Comedies",A story about The.
s176,Movie,Bright 19,Ryan Murphy,"Jennifer Aniston, Tom Hanks",United States,"May 22, 2022",2020,TV-14,89 min,Action & Adventure,A story about Bright.
s177,Movie,Triple Frontier 9,,"Leonardo DiCaprio, Brad Pitt, Cate Blanchett, Tom Hanks",India,"February 22, 2016",2016,TV-PG,77 min,Thrillers,A story about Triple.
s178,Movie,6 Underground 23,,"Tom Hanks, Cate Blanchett",United States,"May 13, 2012",2012,NR,163 min,Documentaries,A story about 6.
s179,Movie,Project Power 28,Christopher Nolan,"Meryl Streep, Tom Hanks, Cate Blanchett, Jennifer Aniston",United States,"December 4, 2010",2009,PG-13,163 min,Children & Family Movies,A story about Project.
s180,TV Show,Army of Thieves 5,,"Meryl Streep, Brad Pitt",United States,"February 17, 2016",2014,PG-13,5 Season,Documentaries,A story about Army.
s181,Movie,The Crown 46,David Fincher,"Meryl Streep, Tom Hanks",Germany,"May 10, 2012",2011,TV-14,107 min,Action & Adventure,A story about The.
s182,Movie,Stranger Things 16,Ava DuVernay,"Brad Pitt, Jennifer Aniston, Leonardo DiCaprio, Meryl Streep",United Kingdom,"February 18, 2021",2019,PG-13,109 min,"Horror Movies, Documentaries",A story about Stranger.
s183,Movie,Breaking Bad 33,,"Brad Pitt, Jennifer Aniston",India,"November 27, 2014",2014,TV-MA,72 min,Thrillers,A story about Breaking.
s184,Movie,Narcos 2,Martin Scorsese,"Brad Pitt, Meryl Streep",Japan,"October 27, 2016",2015,TV-MA,119 min,"Romantic Movies, Action & Adventure",A story about Narcos.
s185,Movie,Dark 24,,"Brad Pitt, Cate Blanchett",Canada,"February 6, 2022",2021,TV-PG,107 min,"Children & Family Movies, Dramas",A story about Dark.
s186,TV Show,Money Heist 17,Martin Scorsese,"Jennifer Aniston, Tom Hanks",India,"February 21, 2017",2015,NR,3 Season,"Comedies, Action & Adventure",A story about Money.
s187,TV Show,Squid Game 22,,"Jennifer Aniston, Tom Hanks, Cate Blanchett",India,"October 1, 2018",2017,PG,1 Season,"Children & Family Movies, Romantic Movies",A story about Squid.
s188,TV Show,Ozark 12,Alfonso Cuarón,"Jennifer Aniston, Meryl Streep, Leonardo DiCaprio",South Korea,"March 12, 2015",2013,TV-PG,4 Season,Horror Movies,A story about Ozark.
s189,TV Show,Mindhunter 4,Martin Scorsese,"Brad Pitt, Leonardo DiCaprio, Meryl Streep",France,"February 22, 2019",2018,TV-PG,1 Season,"Documentaries, International Movies",A story about Mindhunter.
s190,TV Show,Lupin 31,David Fincher,"Jennifer Aniston, Meryl Streep",Japan,"January 10, 2014",2012,TV-14,2 Season,"Documentaries, Action & Adventure",A story about Lupin.
s191,TV Show,Inception 20,Guillermo del Toro,"Leonardo DiCaprio, Jennifer Aniston, Brad Pitt",United States,"March 5, 2019",2019,TV-MA,4 Season,Horror Movies,A story about Inception.
s192,Movie,The Irishman 34,Martin Scorsese,"Tom Hanks, Jennifer Aniston, Meryl Streep",United States,"November 6, 2013",2012,PG-13,145 min,Children & Family Movies,A story about The.
s193,TV Show,Bird Box 11,Martin Scorsese,"Tom Hanks, Leonardo DiCaprio",United States,"December 12, 2011",2011,R,2 Season,"Romantic Movies, International Movies",A story about Bird.
s194,Movie,Extraction 15,Christopher Nolan,"Brad Pitt, Jennifer Aniston, Meryl Streep",Canada,"April 23, 2020",2019,TV-MA,131 min,Documentaries,A story about Extraction.
s195,Movie,The Old Guard 32,,"Tom Hanks, Brad Pitt, Cate Blanchett, Jennifer Aniston",United States,"January 4, 2013",2012,TV-PG,170 min,International Movies,A story about The.
s196,Movie,Bright 6,,"Cate Blanchett, Leonardo DiCaprio",United States,"December 27, 2015",2014,PG-13,155 min,"Comedies, Romantic Movies",A story about Bright.
s197,TV Show,Triple Frontier 30,Martin Scorsese,"Leonardo DiCaprio, Jennifer Aniston, Meryl Streep",Brazil,"April 24, 2012",2010,TV-14,1 Season,"Romantic Movies, Thrillers",A story about Triple.
s198,Movie,6 Underground 11,,"Leonardo DiCaprio, Jennifer Aniston, Tom Hanks",United States,"April 12, 2020",2020,TV-14,79 min,"Thrillers, Documentaries",A story about 6.
s199,Movie,Project Power 17,,"Meryl Streep, Brad Pitt, Jennifer Aniston, Tom Hanks",United States,"September 11, 2022",2021,TV-PG,102 min,"Children & Family Movies, Action & Adventure",A story about Project.
s200,Movie,Army of Thieves 49,David Fincher,"Brad Pitt, Cate Blanchett",United States,"January 8, 2017",2017,TV-PG,142 min,Dramas,A story about Army.
s201,Movie,The Crown 24,Ryan Murphy,"Tom Hanks, Cate Blanchett",United States,"June 19, 2019",2017,TV-14,141 min,"International Movies, Comedies",A story about The.
s202,Movie,Stranger Things 1,,"Brad Pitt, Leonardo DiCaprio, Cate Blanchett, Tom Hanks",United States,"June 26, 2020",2020,R,164 min,"Comedies, Children & Family Movies",A story about Stranger.
s203,Movie,Breaking Bad 8,Ryan Murphy,"Brad Pitt, Cate Blanchett",United States,"April 5, 2011",2009,TV-MA,169 min,Romantic Movies,A story about Breaking.
s204,Movie,Narcos 24,Christopher Nolan,"Meryl Streep, Tom Hanks",United States,"May 24, 2019",2018,TV-14,165 min,"Sci-Fi & Fantasy, Romantic Movies",A story about Narcos.
s205,Movie,Dark 37,David Fincher,,Canada,"July 16, 2014",2014,TV-MA,109 min,Thrillers,A story about Dark.
s206,Movie,Money Heist 48,Christopher Nolan,,Canada,"October 15, 2020",2020,TV-MA,77 min,"Documentaries, Thrillers",A story about Money.
s207,TV Show,Squid Game 49,,"Brad Pitt, Meryl Streep",United States,"December 14, 2017",2015,TV-14,4 Season,Thrillers,A story about Squid.
s208,Movie,Ozark 42,,"Jennifer Aniston, Brad Pitt, Meryl Streep",Spain,"November 17, 2011",2010,PG,126 min,"Comedies, Horror Movies",A story about Ozark.
s209,Movie,Mindhunter 26,,"Leonardo DiCaprio, Cate Blanchett, Tom Hanks",Brazil,"May 7, 2019",2019,TV-MA,152 min,"Children & Family Movies, Dramas",A story about Mindhunter.
s210,Movie,Lupin 15,,"Brad Pitt, Tom Hanks",United States,"June 20, 2021",2019,PG-13,106 min,"Documentaries, Comedies",A story about Lupin.
s211,Movie,Inception 25,,"Leonardo DiCaprio, Tom Hanks",India,,2008,TV-MA,169 min,Thrillers,A story about Inception.
s212,Movie,The Irishman 19,,"Leonardo DiCaprio, Brad Pitt, Tom Hanks, Cate Blanchett",United Kingdom,"July 16, 2021",2020,TV-MA,93 min,Documentaries,A story about The.
s213,Movie,Bird Box 1,Christopher Nolan,"Tom Hanks, Meryl Streep, Brad Pitt",United Kingdom,"April 7, 2013",2011,TV-MA,78 min,"Children & Family Movies, Action & Adventure",A story about Bird.
s214,TV Show,Extraction 10,Christopher Nolan,"Cate Blanchett, Jennifer Aniston",Spain,"January 22, 2013",2011,TV-PG,5 Season,"Comedies, Horror Movies",A story about Extraction.
s215,TV Show,The Old Guard 47,Martin Scorsese,,France,"April 24, 2014",2014,PG-13,1 Season,Documentaries,A story about The.
s216,TV Show,Bright 2,,"Cate Blanchett, Meryl Streep",United States,"March 12, 2015",2014,TV-14,5 Season,"Comedies, Sci-Fi & Fantasy",A story about Bright.
s217,TV Show,Triple Frontier 13,,,France,,2015,TV-14,5 Season,Action & Adventure,A story about Triple.
s218,Movie,6 Underground 25,Guillermo del Toro,"Tom Hanks, Brad Pitt",France,"March 23, 2016",2014,R,79 min,Romantic Movies,A story about 6.
s219,Movie,Project Power 32,,"Meryl Streep, Brad Pitt, Cate Blanchett",United States,"August 3, 2010",2010,TV-14,135 min,Thrillers,A story about Project.
s220,Movie,Army of Thieves 40,Martin Scorsese,"Cate Blanchett, Meryl Streep, Tom Hanks",United States,"December 7, 2015",2013,TV-MA,175 min,Horror Movies,A story about Army.
s221,Movie,The Crown 38,,"Tom Hanks, Jennifer Aniston, Brad Pitt",United States,"November 24, 2016",2015,PG,127 min,Dramas,A story about The.
s222,Movie,Stranger Things 19,David Fincher,"Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",United States,"September 16, 2018",2017,TV-PG,168 min,"Sci-Fi & Fantasy, Romantic Movies",A story about Stranger.
s223,TV Show,Breaking Bad 3,David Fincher,"Tom Hanks, Brad Pitt, Jennifer Aniston",United States,"April 9, 2018",2018,PG-13,1 Season,"Romantic Movies, International Movies",A story about Breaking.
s224,Movie,Narcos 31,Ryan Murphy,"Brad Pitt, Leonardo DiCaprio, Cate Blanchett, Tom Hanks",United Kingdom,"June 12, 2017",2017,TV-PG,120 min,"International Movies, Action & Adventure",A story about Narcos.
s225,Movie,Dark 17,Ava DuVernay,"Leonardo DiCaprio, Brad Pitt, Jennifer Aniston, Meryl Streep",United States,"June 13, 2022",2021,TV-PG,99 min,"Romantic Movies, Horror Movies",A story about Dark.
s226,TV Show,Money Heist 30,Christopher Nolan,"Tom Hanks, Jennifer Aniston, Cate Blanchett",United Kingdom,"February 9, 2014",2012,TV-MA,3 Season,"Documentaries, Romantic Movies",A story about Money.
s227,Movie,Squid Game 35,Martin Scorsese,"Meryl Streep, Brad Pitt, Jennifer Aniston",Canada,"June 3, 2015",2013,TV-14,172 min,Romantic Movies,A story about Squid.
s228,Movie,Ozark 19,Alfonso Cuarón,"Meryl Streep, Leonardo DiCaprio, Jennifer Aniston, Brad Pitt",Spain,"May 9, 2021",2021,TV-14,115 min,Children & Family Movies,A story about Ozark.
s229,TV Show,Mindhunter 6,,"Tom Hanks, Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",United States,"January 27, 2014",2012,TV-PG,5 Season,Dramas,A story about Mindhunter.
s230,Movie,Lupin 2,,"Brad Pitt, Tom Hanks",Japan,"February 11, 2011",2009,TV-14,133 min,Documentaries,A story about Lupin.
s231,Movie,Inception 47,Christopher Nolan,"Tom Hanks, Brad Pitt",Germany,"June 2, 2018",2017,G,93 min,International Movies,A story about Inception.
s232,Movie,The Irishman 38,Martin Scorsese,"Tom Hanks, Leonardo DiCaprio",United Kingdom,"May 19, 2022",2021,TV-PG,112 min,"Documentaries, Comedies",A story about The.
s233,TV Show,Bird Box 29,Alfonso Cuarón,"Tom Hanks, Leonardo DiCaprio",United States,"October 2, 2009",2008,TV-MA,4 Season,"Thrillers, Documentaries",A story about Bird.
s234,Movie,Extraction 7,Alfonso Cuarón,"Jennifer Aniston, Meryl Streep",India,"August 10, 2014",2013,TV-PG,109 min,"Thrillers, Action & Adventure",A story about Extraction.
s235,Movie,The Old Guard 6,Alfonso Cuarón,"Jennifer Aniston, Cate Blanchett",United States,"December 23, 2009",2009,TV-14,163 min,Action & Adventure,A story about The.
s236,TV Show,Bright 5,Martin Scorsese,"Jennifer Aniston, Cate Blanchett, Tom Hanks, Leonardo DiCaprio",United States,"January 25, 2009",2008,TV-PG,2 Season,Comedies,A story about Bright.
s237,Movie,Triple Frontier 36,Alfonso Cuarón,"Jennifer Aniston, Tom Hanks, Cate Blanchett, Leonardo DiCaprio",Spain,"March 8, 2018",2016,TV-14,154 min,Action & Adventure,A story about Triple.
s238,Movie,6 Underground 34,Ava DuVernay,"Jennifer Aniston, Leonardo DiCaprio, Cate Blanchett, Brad Pitt",Japan,"May 26, 2011",2009,PG-13,143 min,Dramas,A story about 6.
s239,Movie,Project Power 26,,"Jennifer Aniston, Meryl Streep, Tom Hanks, Leonardo DiCaprio",India,"December 16, 2017",2015,TV-14,76 min,"International Movies, Action & Adventure",A story about Project.
s240,TV Show,Army of Thieves 5,,"Brad Pitt, Jennifer Aniston, Meryl Streep, Leonardo DiCaprio",United States,"June 7, 2015",2013,TV-14,4 Season,Action & Adventure,A story about Army.
s241,Movie,The Crown 43,Ava DuVernay,"Cate Blanchett, Jennifer Aniston, Tom Hanks",United States,"September 9, 2022",2021,TV-14,74 min,"Romantic Movies, Horror Movies",A story about The.
s242,Movie,Stranger Things 14,Guillermo del Toro,"Meryl Streep, Jennifer Aniston, Cate Blanchett, Leonardo DiCaprio",Japan,"August 12, 2018",2018,TV-MA,141 min,"Sci-Fi & Fantasy, Children & Family Movies",A story about Stranger.
s243,Movie,Breaking Bad 30,Ryan Murphy,"Cate Blanchett, Brad Pitt, Tom Hanks",United States,"April 18, 2010",2010,TV-MA,119 min,Documentaries,A story about Breaking.
s244,TV Show,Narcos 13,,"Meryl Streep, Leonardo DiCaprio",United States,"February 21, 2021",2020,PG-13,3 Season,Sci-Fi & Fantasy,A story about Narcos.
s245,Movie,Dark 9,Christopher Nolan,"Brad Pitt, Leonardo DiCaprio, Jennifer Aniston",United States,"May 3, 2014",2012,TV-14,98 min,Thrillers,A story about Dark.
s246,Movie,Money Heist 47,Martin Scorsese,"Meryl Streep, Brad Pitt, Jennifer Aniston",Japan,"September 21, 2022",2020,TV-PG,117 min,"Action & Adventure, Documentaries",A story about Money.
s247,Movie,Squid Game 15,Ryan Murphy,"Meryl Streep, Cate Blanchett, Jennifer Aniston, Tom Hanks",India,"October 6, 2008",2008,TV-MA,89 min,"Dramas, Documentaries",A story about Squid.
s248,TV Show,Ozark 20,Guillermo del Toro,"Meryl Streep, Tom Hanks, Jennifer Aniston",United States,"May 23, 2014",2012,TV-MA,3 Season,"Horror Movies, Comedies",A story about Ozark.
s249,TV Show,Mindhunter 14,,"Jennifer Aniston, Brad Pitt, Cate Blanchett, Meryl Streep",Germany,"November 17, 2013",2013,TV-PG,3 Season,Dramas,A story about Mindhunter.
s250,Movie,Lupin 48,Ryan Murphy,"Jennifer Aniston, Brad Pitt, Tom Hanks, Cate Blanchett",United Kingdom,"October 4, 2016",2016,PG,98 min,"Sci-Fi & Fantasy, Children & Family Movies",A story about Lupin.
s251,Movie,Inception 22,,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio, Tom Hanks",India,"June 12, 2011",2011,TV-MA,164 min,"Action & Adventure, Thrillers",A story about Inception.
s252,Movie,The Irishman 43,Ava DuVernay,"Jennifer Aniston, Cate Blanchett, Meryl Streep",India,"August 14, 2016",2014,PG-13,160 min,Thrillers,A story about The.
s253,Movie,Bird Box 12,,"Leonardo DiCaprio, Tom Hanks, Jennifer Aniston",United States,"June 25, 2019",2018,TV-14,162 min,Documentaries,A story about Bird.
s254,TV Show,Extraction 22,Ava DuVernay,"Brad Pitt, Cate Blanchett",South Korea,"August 8, 2010",2009,TV-PG,2 Season,"Horror Movies, Comedies",A story about Extraction.
s255,TV Show,The Old Guard 39,Alfonso Cuarón,"Leonardo DiCaprio, Cate Blanchett, Meryl Streep, Brad Pitt",India,"September 17, 2013",2013,G,4 Season,Romantic Movies,A story about The.
s256,Movie,Bright 40,Ryan Murphy,"Brad Pitt, Meryl Streep, Cate Blanchett, Leonardo DiCaprio",India,"August 3, 2013",2011,TV-MA,105 min,"Action & Adventure, Sci-Fi & Fantasy",A story about Bright.
s257,Movie,Triple Frontier 26,Christopher Nolan,"Tom Hanks, Brad Pitt, Leonardo DiCaprio",Brazil,"March 4, 2022",2020,TV-14,122 min,"International Movies, Thrillers",A story about Triple.
s258,Movie,6 Underground 7,Ava DuVernay,"Tom Hanks, Brad Pitt",India,"September 24, 2020",2019,TV-14,100 min,"Documentaries, Horror Movies",A story about 6.
s259,TV Show,Project Power 28,Ava DuVernay,"Brad Pitt, Leonardo DiCaprio, Meryl Streep, Tom Hanks",Spain,"August 24, 2012",2010,TV-PG,4 Season,"Children & Family Movies, Sci-Fi & Fantasy",A story about Project.
s260,Movie,Army of Thieves 34,,"Meryl Streep, Tom Hanks, Cate Blanchett, Jennifer Aniston",Brazil,"May 12, 2021",2020,PG-13,132 min,Sci-Fi & Fantasy,A story about Army.
s261,TV Show,The Crown 41,David Fincher,,United Kingdom,"November 2, 2010",2010,TV-14,4 Season,"International Movies, Thrillers",A story about The.
s262,Movie,Stranger Things 41,Alfonso Cuarón,"Brad Pitt, Tom Hanks, Cate Blanchett",United States,"November 10, 2011",2011,TV-MA,137 min,"Sci-Fi & Fantasy, Horror Movies",A story about Stranger.
